unit,sex,age,nace_r2,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PC,T,Y15-64,TOTAL,LU	1.6 	1.5 	1.5 	2.0 b	1.1 	0.9 	1.1 	1.1 	1.1 	1.2 b	0.8 
PC,T,Y15-64,TOTAL,LV	1.2 	1.2 	1.5 	1.7 	1.3 	1.7 	1.5 	2.0 	2.1 	1.4 	1.3 
PC,T,Y15-64,TOTAL,ME	8.7 	7.5 	9.2 	8.2 	8.7 	5.4 	4.3 	2.9 	: 	: 	: 
PC,T,Y15-64,TOTAL,MK	5.7 	4.4 	4.2 	4.0 	5.0 	3.2 	2.8 	2.9 	2.8 	2.8 	3.0 
PC,T,Y15-64,TOTAL,MT	0.7 	0.7 	1.0 	0.9 	1.3 	1.2 	1.0 	1.0 	0.7 	0.8 	0.5 u
PC,T,Y15-64,TOTAL,NL	1.0 	1.1 	1.1 	1.2 	1.1 	1.0 	0.9 	0.9 	1.0 	1.0 	1.0 
PC,T,Y15-64,TOTAL,NO	0.6 	0.6 	0.6 	0.6 	0.7 	0.8 	0.8 	0.8 	0.8 	0.7 	0.8 
PC,T,Y15-64,TOTAL,PL	3.8 	3.9 	4.5 	4.7 	4.8 	4.5 	4.5 	4.4 	4.4 b	3.7 	4.2 
PC,T,Y15-64,TOTAL,PT	2.8 	2.9 	3.2 	3.2 	3.1 	3.5 	3.5 	3.6 b	1.1 	1.0 	1.1 
PC,T,Y15-64,TOTAL,RO	0.2 	0.2 	0.2 	0.3 	0.3 	0.3 	0.3 	0.3 	0.2 bu	0.2 u	0.2 u
PC,T,Y15-64,TOTAL,RS	8.8 	10.1 	9.5 	7.4 	4.6 b	3.5 	3.2 	2.4 	2.2 	: 	: 
PC,T,Y15-64,TOTAL,SE	3.4 b	3.5 	3.7 	4.4 	4.7 	4.8 	4.9 	4.9 	5.2 	4.7 	4.8 
PC,T,Y15-64,TOTAL,SI	4.3 	5.1 	4.5 	5.0 	4.4 	4.2 	4.7 	5.4 	4.9 	4.7 	4.8 
PC,T,Y15-64,TOTAL,SK	1.4 	1.8 	2.3 	2.9 	2.1 	1.3 	1.1 	1.0 b	0.9 	0.9 	1.0 
PC,T,Y15-64,TOTAL,TR	6.2 	6.4 	6.3 	6.2 	6.0 b	5.6 	5.9 	6.3 	6.3 	6.1 	5.7 
PC,T,Y15-64,TOTAL,UK	0.3 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 b
PC,T,Y20-64,A,AT	: u	: c	: c	: u	: u	: u	: u	: u	: c	: u	: bu
PC,T,Y20-64,A,BE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,BG	5.0 	5.4 	6.1 u	6.1 u	4.8 u	6.3 u	4.7 u	: bu	: bu	: u	: bu
PC,T,Y20-64,A,CH	: u	2.5 u	2.6 u	: u	3.3 u	: u	: u	2.5 u	3.5 bu	: u	: bc
PC,T,Y20-64,A,CY	: 	: 	: c	: u	: u	: u	: u	: c	: u	: bc	: bc
PC,T,Y20-64,A,CZ	0.6 u	0.7 u	0.7 u	: u	: u	: u	0.8 u	0.6 bu	0.7 u	0.5 u	: bu
PC,T,Y20-64,A,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	1.8 b
PC,T,Y20-64,A,DK	: c	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,EA19	9.0 	9.4 	9.5 	10.0 	9.9 	10.1 	9.9 	9.4 	8.0 	8.6 	7.8 b
PC,T,Y20-64,A,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,EL	12.3 	11.8 	10.4 	15.7 	12.6 	15.4 	17.3 	15.0 	15.8 	14.6 b	12.9 b
PC,T,Y20-64,A,ES	9.6 	11.6 	12.1 	14.0 	15.5 	15.0 	14.4 	13.7 	10.6 	12.7 b	11.3 b
PC,T,Y20-64,A,EU15	8.7 	9.1 	9.2 	9.7 	9.6 	9.9 	9.7 	9.1 	7.7 	8.4 	7.6 b
PC,T,Y20-64,A,EU27_2020	7.6 	8.1 	8.3 	8.8 	8.6 	8.7 	8.8 	8.3 	7.3 	7.6 	6.9 b
PC,T,Y20-64,A,EU28	7.3 	7.7 	7.9 	8.4 	8.2 	8.3 	8.4 	7.9 	7.0 	7.3 	6.6 b
PC,T,Y20-64,A,FI	: u	: u	: u	: u	: u	: u	: u	: u	7.2 bu	: u	6.8 bu
PC,T,Y20-64,A,FR	9.5 	11.3 	9.6 	10.3 	8.8 b	9.9 	8.8 	10.1 	8.0 	8.9 	9.2 b
PC,T,Y20-64,A,HR	10.2 u	9.4 u	14.6 u	9.9 u	7.6 bu	7.8 u	5.6 u	7.7 u	7.9 u	4.5 u	5.8 bu
PC,T,Y20-64,A,HU	6.2 	6.6 	7.2 	9.2 	8.2 	7.8 	7.5 	7.5 	7.9 	8.9 	7.6 b
PC,T,Y20-64,A,IE	: u	: bu	: u	: c	: u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,IT	16.5 	15.3 	15.9 	15.8 	15.0 	15.9 	16.3 	13.6 	13.7 	15.0 	12.9 b
PC,T,Y20-64,A,LT	2.7 u	: u	: u	2.9 u	5.2 u	3.8 u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,LU	: c	: 	: c	: bc	: c	: c	: 	: 	: 	: 	: 
PC,T,Y20-64,A,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	5.9 u	4.4 bu
PC,T,Y20-64,A,ME	: c	: c	: u	: u	: u	: u	: c	: c	: 	: 	: 
PC,T,Y20-64,A,MK	14.7 	13.8 	10.4 	7.7 u	17.0 	12.6 	5.3 u	11.9 	: 	: 	: 
PC,T,Y20-64,A,NL	: u	: u	: u	: u	: u	: bu	: u	: u	: u	2.4 u	: bu
PC,T,Y20-64,A,NO	: u	: c	: u	: u	: c	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,A,PL	8.7 	9.5 	9.8 	11.3 	11.8 	9.4 	12.4 	10.1 	11.7 b	11.7 	10.3 b
PC,T,Y20-64,A,PT	9.6 	11.7 	12.6 	12.3 	13.0 	13.1 	13.3 	13.2 b	: u	: u	: bu
PC,T,Y20-64,A,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,T,Y20-64,A,RS	27.6 	29.2 	27.0 	23.8 	14.9 b	10.6 u	7.2 u	: u	: u	: 	: 
PC,T,Y20-64,A,SE	4.0 bu	: u	: u	5.2 u	4.4 u	5.0 u	4.5 u	5.4 u	5.3 u	: u	: bu
PC,T,Y20-64,A,SI	6.8 u	9.6 u	: u	9.5 u	: u	8.6 u	6.2 u	7.8 u	: u	7.3 u	6.8 bu
PC,T,Y20-64,A,SK	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PC,T,Y20-64,A,TR	52.8 	52.4 	54.9 	49.0 	49.7 b	48.9 	49.7 	49.8 	56.6 	53.8 	: 
PC,T,Y20-64,A,UK	: 	: c	: u	: u	: 	: c	: u	: c	: u	: u	: bu
PC,T,Y20-64,B-F,AT	0.7 	0.7 	0.7 	0.7 	0.7 	0.7 	0.6 u	0.8 	0.7 	0.5 u	0.6 bu
PC,T,Y20-64,B-F,BE	3.6 	3.6 b	3.4 	3.6 	3.1 	3.0 	3.2 	3.1 	2.8 	2.5 	2.7 b
PC,T,Y20-64,B-F,BG	0.6 u	0.8 	0.6 u	0.5 u	0.7 u	0.7 u	0.8 u	0.6 bu	0.4 bu	: u	0.4 bu
PC,T,Y20-64,B-F,CH	1.1 	1.4 	1.5 	1.3 	0.9 	1.4 	1.2 	1.4 	1.7 b	0.9 u	1.0 b
PC,T,Y20-64,B-F,CY	: c	: u	1.2 u	: u	: u	: u	0.9 u	: u	: u	: bu	: bu
PC,T,Y20-64,B-F,CZ	0.2 	0.3 	0.4 	0.4 	0.5 	0.5 	0.5 	0.6 b	0.6 	0.5 	0.5 b
PC,T,Y20-64,B-F,DE	0.2 	0.3 	0.3 	0.3 	0.3 	0.4 	0.3 	0.4 	0.5 b	0.4 	0.6 b
PC,T,Y20-64,B-F,DK	0.8 u	1.1 b	1.4 b	0.6 u	1.2 	0.9 	0.7 u	0.8 u	0.8 u	0.5 u	0.6 bu
PC,T,Y20-64,B-F,EA19	2.5 	2.6 	2.5 	2.4 	2.3 	2.1 	2.2 	2.4 	2.2 	1.8 	2.2 b
PC,T,Y20-64,B-F,EE	1.5 	1.1 u	1.2 u	1.2 u	0.8 u	1.1 u	1.3 u	1.6 	1.6 u	1.2 u	0.7 bu
PC,T,Y20-64,B-F,EL	2.1 	2.5 	2.5 	2.4 	2.9 	3.4 	3.2 	3.1 	2.8 	2.2 b	2.1 b
PC,T,Y20-64,B-F,ES	3.4 	3.7 	3.8 	4.0 	4.1 	3.7 	3.3 	3.6 	3.4 	3.1 b	3.2 b
PC,T,Y20-64,B-F,EU15	2.2 	2.3 	2.2 	2.1 	2.0 	1.8 	2.0 	2.1 	2.0 	1.6 	1.9 b
PC,T,Y20-64,B-F,EU27_2020	2.4 	2.5 	2.5 	2.5 	2.5 	2.3 	2.3 	2.5 	2.3 	1.9 	2.2 b
PC,T,Y20-64,B-F,EU28	2.2 	2.3 	2.3 	2.3 	2.2 	2.1 	2.1 	2.3 	2.2 	1.8 	2.0 b
PC,T,Y20-64,B-F,FI	2.7 	2.6 	2.9 	2.5 	2.8 	2.5 	2.3 	2.5 	2.7 b	1.8 	2.0 b
PC,T,Y20-64,B-F,FR	6.5 	6.7 	6.0 	5.7 	5.3 b	4.6 	5.8 	6.0 	5.9 	4.7 	5.9 b
PC,T,Y20-64,B-F,HR	7.7 	8.9 	9.0 	7.2 	6.3 b	5.7 	4.6 	4.8 	4.1 	3.8 	3.6 b
PC,T,Y20-64,B-F,HU	2.0 	2.3 	2.2 	3.8 	4.1 	4.5 	4.3 	4.7 	5.0 	4.4 	4.8 b
PC,T,Y20-64,B-F,IE	0.9 	0.9 b	: u	: u	0.7 u	0.7 u	0.9 u	: u	: u	: u	: bu
PC,T,Y20-64,B-F,IS	: u	2.2 	3.5 	3.1 	4.0 	3.5 	3.9 	4.1 	3.8 	3.2 	2.3 b
PC,T,Y20-64,B-F,IT	3.8 	3.7 	3.3 	2.8 	2.5 	2.2 	2.1 	2.2 	1.9 	1.6 	1.9 b
PC,T,Y20-64,B-F,LT	0.6 u	0.7 u	0.7 u	0.8 u	1.9 	1.9 	1.9 u	2.7 u	1.8 u	: u	: bu
PC,T,Y20-64,B-F,LU	2.2 u	: u	: u	2.4 bu	: u	: u	: u	: u	: u	: bu	: bc
PC,T,Y20-64,B-F,LV	1.6 	1.7 	1.7 	1.7 	1.4 	1.6 	2.1 	3.1 	3.2 	1.6 	1.4 b
PC,T,Y20-64,B-F,ME	6.6 	6.4 	7.4 	7.8 	7.9 	4.4 u	: u	: u	: 	: 	: 
PC,T,Y20-64,B-F,MK	7.8 	5.4 	5.2 	5.2 	5.1 	3.6 	3.4 	3.2 	: 	: 	: 
PC,T,Y20-64,B-F,MT	: u	: u	: u	1.3 u	2.3 u	1.2 u	: u	: u	: u	: u	: bu
PC,T,Y20-64,B-F,NL	0.8 	0.9 	1.2 	1.0 	0.9 	0.8 b	0.7 	0.6 	0.6 	0.7 	0.8 b
PC,T,Y20-64,B-F,NO	: u	: u	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.3 u	0.3 u	0.4 bu
PC,T,Y20-64,B-F,PL	3.4 	3.8 	4.9 	5.2 	5.3 	4.8 	4.6 	4.9 	4.8 b	3.7 	4.2 b
PC,T,Y20-64,B-F,PT	2.8 	3.2 	3.3 	3.5 	3.3 	3.7 	3.8 	4.2 b	1.3 	1.0 	1.2 b
PC,T,Y20-64,B-F,RO	: u	: u	: u	: u	0.3 u	: u	: u	0.3 u	: bu	: u	: bu
PC,T,Y20-64,B-F,RS	9.9 	11.2 	10.6 	8.2 	5.4 b	3.6 	3.3 	3.2 	2.3 	: 	: 
PC,T,Y20-64,B-F,SE	1.3 b	1.4 	1.5 	1.6 	1.9 	1.8 	1.9 	1.9 	2.3 	1.8 	1.5 b
PC,T,Y20-64,B-F,SI	3.7 	5.0 	4.6 	4.9 	4.2 	3.9 	4.6 	5.2 	4.0 	3.3 	3.1 b
PC,T,Y20-64,B-F,SK	1.4 	1.5 	1.6 	2.5 	2.0 	1.1 	0.8 	0.9 b	1.0 	0.8 b	1.0 b
PC,T,Y20-64,B-F,TR	8.8 	9.6 	9.3 	8.4 	8.4 b	7.5 	8.1 	8.3 	8.3 	8.7 	: 
PC,T,Y20-64,B-F,UK	0.2 	0.3 	0.2 	0.2 	0.4 	0.3 	0.4 	0.3 	0.3 	0.3 	0.3 b
PC,T,Y20-64,G-I,AT	0.9 	1.1 	1.1 	0.8 	1.0 	0.9 	1.2 	1.2 	0.9 	1.0 	1.1 b
PC,T,Y20-64,G-I,BE	6.1 	5.3 b	5.5 	4.4 	3.9 	3.5 	3.3 	3.8 	3.1 	3.2 	3.0 b
PC,T,Y20-64,G-I,BG	: u	: u	: u	0.5 u	: u	0.6 u	0.6 u	: bu	: bu	: u	: bu
PC,T,Y20-64,G-I,CH	1.6 	1.6 	1.3 	1.5 	1.2 	1.2 	1.3 	1.2 	1.6 b	0.7 u	1.5 b
PC,T,Y20-64,G-I,CY	0.5 u	0.8 u	0.7 u	0.7 u	0.9 u	0.7 u	0.6 u	: u	: u	: bu	: bu
PC,T,Y20-64,G-I,CZ	0.4 	0.5 	0.5 	0.6 	0.6 	0.6 	0.7 	0.7 b	0.8 	0.6 	0.5 b
PC,T,Y20-64,G-I,DE	0.4 	0.5 	0.5 	0.6 	0.6 	0.5 	0.6 	0.7 	0.7 b	0.8 	0.7 b
PC,T,Y20-64,G-I,DK	1.0 	1.3 b	2.0 b	1.1 	1.1 	1.1 	1.1 	1.2 	0.9 u	1.1 	1.2 b
PC,T,Y20-64,G-I,EA19	3.1 	3.2 	3.0 	2.9 	2.8 	2.7 	2.7 	2.7 	2.5 	2.3 	2.5 b
PC,T,Y20-64,G-I,EE	1.1 u	1.3 u	0.9 u	1.1 u	1.4 u	1.0 u	: u	1.3 u	1.3 u	: u	: bu
PC,T,Y20-64,G-I,EL	1.0 	1.2 	1.5 	1.9 	1.9 	1.4 	1.4 	1.2 	1.4 	1.0 b	1.0 b
PC,T,Y20-64,G-I,ES	5.9 	6.4 	6.1 	6.2 	6.5 	6.1 	5.6 	5.7 	5.5 	5.1 b	5.5 b
PC,T,Y20-64,G-I,EU15	2.7 	2.8 	2.6 	2.6 	2.5 	2.4 	2.4 	2.4 	2.3 	2.1 	2.3 b
PC,T,Y20-64,G-I,EU27_2020	3.0 	3.1 	3.0 	3.0 	2.9 	2.7 	2.8 	2.8 	2.6 	2.3 	2.6 b
PC,T,Y20-64,G-I,EU28	2.6 	2.7 	2.7 	2.7 	2.5 	2.4 	2.4 	2.4 	2.3 	2.1 	2.3 b
PC,T,Y20-64,G-I,FI	3.4 	3.3 	3.5 	3.5 	2.9 	3.2 	3.4 	3.2 	3.2 b	2.2 	2.5 b
PC,T,Y20-64,G-I,FR	5.2 	5.4 	5.0 	4.6 	4.6 b	4.3 	4.6 	4.7 	4.3 	3.6 	4.1 b
PC,T,Y20-64,G-I,HR	9.5 	9.4 	10.9 	10.2 	6.5 b	6.1 	7.3 	6.4 	5.3 	3.9 	3.9 b
PC,T,Y20-64,G-I,HU	1.4 	1.6 	2.0 	2.5 	2.7 	2.9 	2.5 	3.1 	3.3 	3.2 	3.4 b
PC,T,Y20-64,G-I,IE	1.5 	1.2 b	0.8 	0.8 	0.8 	0.9 	0.9 	0.7 u	0.7 u	0.5 u	0.5 bu
PC,T,Y20-64,G-I,IS	2.8 	2.9 	3.3 	3.5 	4.2 	4.4 	4.2 	3.9 	3.3 	2.8 	2.8 b
PC,T,Y20-64,G-I,IT	4.9 	4.9 	3.9 	3.6 	3.2 	2.9 	2.8 	2.7 	2.6 	2.3 	2.7 b
PC,T,Y20-64,G-I,LT	0.6 u	0.6 u	0.8 u	0.7 u	0.8 u	1.1 u	: u	: u	: u	: u	: bu
PC,T,Y20-64,G-I,LU	2.0 u	1.7 u	1.7 u	2.1 bu	: u	: u	: u	: u	: u	: bu	1.5 bu
PC,T,Y20-64,G-I,LV	1.2 	1.1 	1.5 	1.6 	0.9 u	1.9 	1.5 	1.1 u	1.4 u	0.9 u	1.1 b
PC,T,Y20-64,G-I,ME	11.9 	12.0 	13.2 	11.7 	12.7 	8.1 	6.0 	4.6 	: 	: 	: 
PC,T,Y20-64,G-I,MK	5.0 	4.7 	4.6 	4.3 	6.2 	3.1 	3.0 	2.5 	: 	: 	: 
PC,T,Y20-64,G-I,MT	: u	: u	: u	: u	1.1 u	1.3 u	1.0 u	: u	: u	: u	: bu
PC,T,Y20-64,G-I,NL	0.9 	0.9 	0.9 	1.0 	0.9 	0.7 b	0.8 	0.7 	0.9 	0.7 	0.8 b
PC,T,Y20-64,G-I,NO	: u	: u	0.5 	0.5 	0.4 	0.5 	0.6 	0.6 	0.7 	0.6 	0.6 b
PC,T,Y20-64,G-I,PL	4.9 	4.8 	5.5 	5.3 	5.2 	4.9 	4.9 	4.6 	4.8 b	3.9 	5.0 b
PC,T,Y20-64,G-I,PT	2.9 	2.8 	3.0 	3.3 	3.0 	3.3 	2.9 	2.9 b	0.9 	0.9 	0.8 b
PC,T,Y20-64,G-I,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,T,Y20-64,G-I,RS	10.0 	11.1 	10.2 	8.3 	4.7 b	3.8 	3.6 	2.4 	2.9 	: 	: 
PC,T,Y20-64,G-I,SE	3.3 b	3.7 	4.1 	5.0 	5.1 	5.4 	5.6 	5.5 	5.3 	5.4 	5.2 b
PC,T,Y20-64,G-I,SI	5.1 	5.3 	5.5 	6.1 	5.4 	5.2 	5.6 	6.0 	5.8 	5.6 	5.4 b
PC,T,Y20-64,G-I,SK	1.3 	1.6 	2.7 	3.2 	2.0 	1.2 	1.3 	0.9 b	1.1 	1.2 b	1.2 b
PC,T,Y20-64,G-I,TR	3.7 	3.4 	3.1 	3.1 	2.9 b	2.3 	2.2 	2.6 	2.4 	2.1 	: 
PC,T,Y20-64,G-I,UK	0.3 	0.4 	0.4 	0.5 	0.4 	0.4 	0.4 	0.4 	0.5 	0.4 	0.4 b
PC,T,Y20-64,J-N,AT	1.0 	1.1 u	0.8 u	1.0 u	0.9 u	0.8 u	0.9 u	1.1 u	1.0 u	1.0 u	0.9 bu
PC,T,Y20-64,J-N,BE	3.6 	3.6 b	3.8 	3.5 	3.3 	3.2 	3.5 	2.9 	2.4 	2.8 	2.6 b
PC,T,Y20-64,J-N,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,T,Y20-64,J-N,CH	1.4 	1.4 	1.3 	1.6 	1.3 	1.4 	1.6 	1.7 	1.5 b	1.3 	1.3 b
PC,T,Y20-64,J-N,CY	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu	: bu
PC,T,Y20-64,J-N,CZ	0.3 u	0.3 u	0.4 u	0.3 u	0.4 u	0.6 u	0.5 u	0.6 bu	0.8 	0.5 u	0.4 bu
PC,T,Y20-64,J-N,DE	0.3 	0.4 	0.4 	0.5 	0.4 	0.4 	0.5 	0.7 	0.8 b	0.7 	0.8 b
PC,T,Y20-64,J-N,DK	0.7 u	0.9 bu	1.4 b	0.7 u	0.7 u	0.8 u	0.6 u	1.1 u	1.0 u	1.1 u	0.8 bu
PC,T,Y20-64,J-N,EA19	2.0 	2.1 	2.1 	2.1 	2.1 	2.0 	2.1 	2.1 	2.0 	2.1 	2.2 b
PC,T,Y20-64,J-N,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: c	: bc
PC,T,Y20-64,J-N,EL	1.1 u	0.9 u	1.3 	1.2 	0.8 u	1.0 u	0.8 u	0.8 u	0.7 u	0.5 bu	0.9 bu
PC,T,Y20-64,J-N,ES	3.1 	3.1 	3.3 	3.2 	3.3 	3.3 	2.9 	2.7 	3.1 	3.3 b	3.9 b
PC,T,Y20-64,J-N,EU15	1.7 	1.7 	1.7 	1.8 	1.7 	1.7 	1.8 	1.8 	1.8 	1.8 	1.9 b
PC,T,Y20-64,J-N,EU27_2020	2.1 	2.2 	2.3 	2.3 	2.3 	2.2 	2.4 	2.4 	2.2 	2.2 	2.4 b
PC,T,Y20-64,J-N,EU28	1.8 	1.9 	1.9 	2.0 	1.9 	1.9 	2.0 	2.0 	1.9 	1.9 	2.0 b
PC,T,Y20-64,J-N,FI	2.5 	2.4 	2.3 	2.0 	2.0 	2.3 	2.3 	2.2 	2.3 b	1.9 	1.7 b
PC,T,Y20-64,J-N,FR	3.5 	4.0 	4.0 	3.9 	3.8 b	3.6 	4.6 	4.6 	4.2 	4.4 	4.7 b
PC,T,Y20-64,J-N,HR	5.9 	6.2 	8.3 	6.9 	3.6 bu	4.2 u	3.7 u	4.8 u	2.9 u	2.2 u	3.1 bu
PC,T,Y20-64,J-N,HU	1.6 	1.9 	1.4 	2.6 	2.3 	3.2 	2.9 	2.6 	2.1 	2.5 	2.4 b
PC,T,Y20-64,J-N,IE	0.7 u	0.6 bu	: u	: u	0.7 u	: u	0.6 u	: u	: u	: u	: bu
PC,T,Y20-64,J-N,IS	: u	2.1 	2.6 	3.2 	2.4 	2.4 	2.7 	3.3 	3.6 	2.8 	2.3 b
PC,T,Y20-64,J-N,IT	2.9 	2.4 	2.5 	2.3 	2.2 	1.9 	1.9 	1.5 	1.6 	1.7 	1.8 b
PC,T,Y20-64,J-N,LT	0.7 u	0.8 u	1.0 u	1.5 u	2.2 u	: u	: u	: u	: u	: u	: bu
PC,T,Y20-64,J-N,LU	1.2 u	1.2 u	1.1 u	1.8 b	1.0 u	: u	: u	: u	1.0 u	1.0 bu	: bu
PC,T,Y20-64,J-N,LV	: u	: u	1.4 u	1.2 u	: u	1.9 u	: u	3.2 	: u	: u	: bu
PC,T,Y20-64,J-N,ME	10.6 	5.6 u	8.3 	: u	6.6 u	: u	: u	: u	: 	: 	: 
PC,T,Y20-64,J-N,MK	5.3 	3.1 	3.2 	3.6 	4.2 	3.0 	2.9 	1.8 u	: 	: 	: 
PC,T,Y20-64,J-N,MT	: u	1.2 u	1.2 u	: u	: u	: u	: u	: u	: c	: u	: bc
PC,T,Y20-64,J-N,NL	0.8 	0.9 	0.9 	1.0 	1.0 	0.9 b	0.9 	0.9 	0.9 	0.8 	1.0 b
PC,T,Y20-64,J-N,NO	: u	: u	0.6 	0.6 	0.5 	0.9 	0.6 	0.7 	0.7 	0.5 u	0.6 b
PC,T,Y20-64,J-N,PL	5.4 	5.3 	5.7 	6.5 	6.7 	6.6 	6.8 	6.6 	5.8 b	5.5 	6.0 b
PC,T,Y20-64,J-N,PT	2.7 	2.5 	3.4 	3.6 	3.2 	4.1 	4.2 	3.7 b	1.7 	1.8 	1.2 b
PC,T,Y20-64,J-N,RO	: u	: c	: u	: u	: u	: u	: u	: u	: bc	: u	: bu
PC,T,Y20-64,J-N,RS	6.7 	8.1 	8.4 	6.3 	3.1 b	2.7 u	3.8 u	2.6 u	: u	: 	: 
PC,T,Y20-64,J-N,SE	2.5 b	2.6 	2.8 	3.3 	3.3 	3.4 	3.4 	3.6 	3.7 	3.1 	3.1 b
PC,T,Y20-64,J-N,SI	3.4 u	4.7 	4.1 u	4.2 	5.1 	4.1 	4.8 	5.0 	5.1 	5.0 	4.8 b
PC,T,Y20-64,J-N,SK	1.7 u	3.2 	2.5 	2.0 	1.7 	: u	: u	: bu	: u	: bu	1.1 bu
PC,T,Y20-64,J-N,TR	1.7 	1.3 	1.2 	1.5 	1.3 b	1.1 	0.8 	1.2 	1.1 	1.0 	: 
PC,T,Y20-64,J-N,UK	0.3 	0.3 	0.2 	0.3 	0.3 	0.4 	0.4 	0.3 	0.4 	0.4 	0.4 b
PC,T,Y20-64,NRP,CH	2.9 u	3.9 u	2.7 u	4.0 u	5.5 u	3.1 u	3.9 u	3.1 u	2.6 bu	: u	2.8 bu
PC,T,Y20-64,NRP,DK	: u	: bu	: bu	: u	: u	: c	: c	: u	: 	: c	: 
PC,T,Y20-64,NRP,EA19	6.5 	6.1 	5.7 	7.1 	6.9 	6.0 	4.5 	5.1 	4.4 	4.9 	6.6 b
PC,T,Y20-64,NRP,EE	: 	: 	: c	: 	: c	: c	: 	: 	: c	: c	: bc
PC,T,Y20-64,NRP,EU15	5.9 	5.5 	5.4 	6.5 	6.2 	5.3 	4.1 	4.6 	3.9 	4.1 	6.1 b
PC,T,Y20-64,NRP,EU27_2020	6.5 	6.2 	6.1 	7.4 	7.2 	6.2 	4.9 	5.4 	4.5 	4.8 	6.7 b
PC,T,Y20-64,NRP,EU28	5.9 	5.7 	5.6 	6.7 	6.3 	5.5 	4.3 	4.8 	4.0 	4.2 	6.3 b
PC,T,Y20-64,NRP,FI	: u	: c	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,T,Y20-64,NRP,FR	17.4 	17.5 	13.8 	16.7 	18.0 b	17.6 	24.2 	29.6 	19.9 	20.3 	20.7 b
PC,T,Y20-64,NRP,HR	: c	: c	: c	: 	: bc	: 	: c	: c	: c	: 	: 
PC,T,Y20-64,NRP,IE	: c	: bc	: c	: c	: 	: c	: 	: 	: c	: c	: bc
PC,T,Y20-64,NRP,IS	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
PC,T,Y20-64,NRP,LU	: u	2.2 u	: u	: bu	: 	: 	: c	: c	: u	: bc	: 
PC,T,Y20-64,NRP,LV	: 	: c	: 	: c	: 	: 	: 	: 	: c	: 	: 
PC,T,Y20-64,NRP,MK	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	2.7 	2.8 b
PC,T,Y20-64,NRP,NL	1.2 	1.4 	1.3 	1.7 	1.8 	1.7 b	1.0 	1.1 	1.1 	1.0 	1.4 b
PC,T,Y20-64,NRP,NO	: 	: c	: u	: u	: c	: u	: 	: 	: 	: 	: bu
PC,T,Y20-64,NRP,PL	: u	: u	: u	: u	: u	: u	: u	: u	: bc	: 	: bc
PC,T,Y20-64,NRP,SE	10.9 b	6.9 u	8.5 	11.9 	13.8 	13.1 	16.5 	15.6 	: u	: u	: bu
PC,T,Y20-64,NRP,SI	16.9 u	20.6 u	10.6 u	11.7 u	11.5 u	20.3 u	18.2 u	19.9 u	22.9 u	28.8 u	33.8 bu
PC,T,Y20-64,NRP,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.4 b
PC,T,Y20-64,NRP,UK	: u	: c	: 	: c	: c	: 	: c	: 	: c	: c	: bc
PC,T,Y20-64,O-R_U,AT	0.8 	0.7 	0.8 	0.7 	0.6 	0.8 	0.7 	0.7 	0.8 	0.7 u	0.8 b
PC,T,Y20-64,O-R_U,BE	2.1 	2.2 b	1.6 	1.7 	1.6 	1.7 	1.5 	1.9 	1.6 	1.9 	2.0 b
PC,T,Y20-64,O-R_U,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,T,Y20-64,O-R_U,CH	1.4 	1.5 	1.5 	1.8 	1.5 	1.6 	1.5 	1.6 	1.7 b	1.5 	1.6 b
PC,T,Y20-64,O-R_U,CY	1.0 u	: u	0.7 u	1.0 u	0.9 u	0.7 u	1.0 u	1.1 u	1.2 u	1.3 bu	0.8 bu
PC,T,Y20-64,O-R_U,CZ	0.2 u	0.2 u	0.2 u	0.2 u	0.3 u	0.3 u	0.2 u	0.4 b	0.3 u	0.2 u	0.2 bu
