unit,sex,age,nace_r2,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PC,F,Y_GE15,TOTAL,BE	4.3 	3.9 b	3.3 	3.0 	2.9 	2.9 	3.0 	3.3 	2.8 	3.1 	3.3 
PC,F,Y_GE15,TOTAL,BG	0.5 	0.5 	0.5 u	0.6 u	0.6 u	0.6 	0.6 u	0.5 bu	0.5 bu	0.4 u	0.5 u
PC,F,Y_GE15,TOTAL,CH	1.5 	1.7 	1.6 	1.7 	1.5 	1.6 	1.5 	1.7 	1.8 b	1.4 	1.4 
PC,F,Y_GE15,TOTAL,CY	0.7 u	0.5 u	0.6 u	0.8 u	0.6 u	0.5 u	0.8 u	0.6 u	0.7 u	0.8 bu	0.7 u
PC,F,Y_GE15,TOTAL,CZ	0.4 	0.5 	0.5 	0.6 	0.6 	0.7 	0.7 	0.8 b	0.8 	0.7 	0.6 
PC,F,Y_GE15,TOTAL,DE	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.5 	0.6 	0.6 b	0.7 	0.7 
PC,F,Y_GE15,TOTAL,DK	1.2 	1.4 b	2.0 b	0.9 	0.9 	1.0 	1.0 	1.2 	1.2 	1.4 	1.4 b
PC,F,Y_GE15,TOTAL,EA19	2.6 	2.6 	2.5 	2.5 	2.4 	2.3 	2.4 	2.5 	2.4 	2.4 	2.6 
PC,F,Y_GE15,TOTAL,EE	1.3 	1.2 	1.0 	1.2 	1.4 	1.0 	1.0 	1.2 	1.0 u	0.6 u	: u
PC,F,Y_GE15,TOTAL,EL	1.3 	1.3 	1.4 	1.3 	1.5 	1.6 	1.6 	1.5 	1.4 	1.2 b	1.1 
PC,F,Y_GE15,TOTAL,ES	4.7 	5.1 	4.8 	4.6 	4.9 	4.7 	4.5 	4.5 	4.6 	4.8 b	5.4 
PC,F,Y_GE15,TOTAL,EU15	2.3 	2.3 	2.2 	2.2 	2.2 	2.1 	2.2 	2.2 	2.2 	2.1 	2.3 
PC,F,Y_GE15,TOTAL,EU27_2020	2.6 	2.6 	2.6 	2.6 	2.5 	2.4 	2.5 	2.6 	2.5 	2.4 	2.6 
PC,F,Y_GE15,TOTAL,EU28	2.2 	2.3 	2.3 	2.3 	2.2 	2.1 	2.2 	2.3 	2.2 	2.1 	2.3 
PC,F,Y_GE15,TOTAL,FI	5.0 	4.8 	4.9 	4.9 	4.7 	4.7 	5.0 	4.8 	4.9 b	3.8 	4.2 
PC,F,Y_GE15,TOTAL,FR	4.6 	4.7 	4.4 	4.3 	4.2 b	3.8 	4.5 	4.6 	4.6 	4.4 	4.6 
PC,F,Y_GE15,TOTAL,HR	6.9 	6.5 	8.2 	6.6 	5.0 b	4.0 	5.0 	5.1 	4.5 	3.9 	3.5 
PC,F,Y_GE15,TOTAL,HU	2.0 	2.0 	2.1 	3.4 	3.3 	3.6 	3.1 	3.4 	3.5 	3.1 	3.2 
PC,F,Y_GE15,TOTAL,IE	1.6 	1.1 b	0.8 	0.8 	0.9 	0.9 	1.0 	0.9 	0.8 	0.7 	0.9 
PC,F,Y_GE15,TOTAL,IS	3.5 	3.6 	4.3 	4.7 	4.2 	4.5 	4.8 	4.6 	4.4 	4.3 	4.1 
PC,F,Y_GE15,TOTAL,IT	3.6 	3.3 	3.1 	2.8 	2.6 	2.4 	2.4 	2.3 	2.3 	2.2 	2.4 
PC,F,Y_GE15,TOTAL,LT	0.8 	0.6 u	0.8 	0.9 	1.1 	1.0 	0.9 u	1.2 u	1.1 u	0.9 u	1.0 u
PC,F,Y_GE15,TOTAL,LU	1.7 	1.4 	1.7 	1.9 b	1.1 	1.1 	1.2 	1.1 	1.0 u	1.4 b	1.0 u
PC,F,Y_GE15,TOTAL,LV	1.2 	0.8 	1.0 	1.3 	0.8 	1.5 	1.2 	1.4 	1.2 	1.1 	0.9 
PC,F,Y_GE15,TOTAL,ME	8.3 	7.7 	8.6 	7.9 	9.0 	5.2 	4.7 	2.8 	: 	: 	: 
PC,F,Y_GE15,TOTAL,MK	5.1 	4.6 	3.8 	3.7 	4.4 	3.4 	2.6 	2.5 	2.5 	2.3 	2.5 
PC,F,Y_GE15,TOTAL,MT	0.8 u	0.8 u	1.3 	1.2 	1.4 	1.5 	1.2 u	1.4 	1.1 u	1.4 u	0.8 u
PC,F,Y_GE15,TOTAL,NL	1.0 	1.2 	1.1 	1.3 	1.2 	1.0 	0.9 	1.0 	1.1 	1.2 	1.2 
PC,F,Y_GE15,TOTAL,NO	0.7 u	0.6 u	0.7 	0.7 	0.7 	0.8 	0.8 	0.9 	0.9 	0.7 	0.9 
PC,F,Y_GE15,TOTAL,PL	3.7 	3.9 	4.3 	4.6 	4.6 	4.2 	4.3 	4.1 	4.0 b	3.4 	4.2 
PC,F,Y_GE15,TOTAL,PT	2.7 	2.8 	3.1 	3.0 	3.0 	3.5 	3.2 	3.3 b	1.1 	1.1 	1.3 
PC,F,Y_GE15,TOTAL,RO	: u	: u	: u	: u	: u	0.3 u	: u	: u	: bu	: u	: u
PC,F,Y_GE15,TOTAL,RS	8.1 	9.5 	8.5 	6.7 	4.3 b	3.5 	2.5 	2.1 	1.8 	: 	: 
PC,F,Y_GE15,TOTAL,SE	4.3 b	4.2 	4.4 	5.2 	5.8 	5.8 	5.9 	5.9 	6.0 	5.6 	5.9 
PC,F,Y_GE15,TOTAL,SI	4.8 	5.3 	4.9 	5.1 	4.6 	4.1 	5.0 	5.5 	5.4 	5.0 	5.4 
PC,F,Y_GE15,TOTAL,SK	1.6 	1.6 	2.4 	2.9 	2.1 	1.3 	1.3 	1.0 b	1.0 	0.8 	1.0 
PC,F,Y_GE15,TOTAL,TR	4.7 	5.0 	5.0 	5.0 	5.1 b	5.4 	5.6 	6.5 	7.5 	6.7 	6.5 
PC,F,Y_GE15,TOTAL,UK	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.5 b
PC,M,Y15-64,A,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,BE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: c	: bu
PC,M,Y15-64,A,BG	4.7 u	4.7 u	5.6 u	5.8 u	: u	5.3 u	: u	: bu	: bu	: u	: bu
PC,M,Y15-64,A,CH	: u	: u	: u	: u	3.2 u	: u	: u	: u	4.8 bu	: c	: bc
PC,M,Y15-64,A,CY	: 	: 	: c	: u	: u	: u	: c	: c	: u	: 	: 
PC,M,Y15-64,A,CZ	0.7 u	0.8 u	1.0 u	: u	: u	: u	: u	: bu	0.7 u	0.6 u	: bc
PC,M,Y15-64,A,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y15-64,A,DK	: c	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,EA19	8.2 	9.1 	9.2 	9.7 	9.2 	9.7 	9.0 	9.0 	7.6 	8.0 	6.8 b
PC,M,Y15-64,A,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,EL	12.0 	11.2 	10.7 	16.0 	13.5 	14.8 	16.1 	16.2 	15.9 	15.9 b	13.1 b
PC,M,Y15-64,A,ES	8.8 	11.1 	11.7 	13.2 	14.4 	14.3 	13.9 	12.8 	10.1 	11.5 b	9.5 b
PC,M,Y15-64,A,EU15	8.0 	8.8 	9.0 	9.4 	8.9 	9.5 	8.9 	8.7 	7.4 	7.8 	6.7 b
PC,M,Y15-64,A,EU27_2020	7.0 	7.7 	8.0 	8.4 	8.2 	8.4 	8.0 	7.9 	7.1 	7.1 	6.1 b
PC,M,Y15-64,A,EU28	6.6 	7.3 	7.6 	8.0 	7.8 	8.0 	7.7 	7.5 	6.7 	6.9 	5.9 b
PC,M,Y15-64,A,FI	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y15-64,A,FR	8.9 	11.2 	10.3 	9.9 	8.3 b	9.8 	7.5 	10.2 	8.0 	8.5 	7.7 bu
PC,M,Y15-64,A,HR	9.0 u	7.8 u	14.0 u	10.5 u	7.7 bu	8.9 u	4.9 u	5.1 u	6.0 u	: u	5.3 bu
PC,M,Y15-64,A,HU	6.0 	6.4 	6.8 	8.8 	8.4 	7.4 	7.5 	7.8 	7.2 	9.4 	8.0 b
PC,M,Y15-64,A,IE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,IT	14.3 	14.2 	14.5 	14.8 	12.8 	14.1 	13.7 	12.1 	12.5 	13.4 	11.3 b
PC,M,Y15-64,A,LT	: u	: u	: u	: u	5.4 u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,LU	: c	: 	: c	: 	: c	: c	: 	: 	: 	: 	: 
PC,M,Y15-64,A,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	6.9 u	5.3 bu
PC,M,Y15-64,A,ME	: c	: c	: u	: u	: u	: u	: c	: c	: 	: 	: 
PC,M,Y15-64,A,MK	15.6 	13.9 	9.8 	7.3 u	17.7 	12.5 u	6.8 u	12.5 	: 	: 	: 
PC,M,Y15-64,A,NL	: u	: u	: u	: u	: u	: bu	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,NO	: u	: u	: c	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,A,PL	7.9 u	7.9 u	9.0 u	10.1 	12.5 	10.2 	11.6 	8.4 u	11.7 b	11.1 	9.7 bu
PC,M,Y15-64,A,PT	9.5 	10.0 	12.1 	12.3 	12.7 	14.4 	13.9 	13.4 b	: u	: u	: bu
PC,M,Y15-64,A,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y15-64,A,RS	25.4 	24.3 	24.5 	22.6 	13.3 b	9.1 u	8.1 u	: u	: u	: 	: 
PC,M,Y15-64,A,SE	: bu	: u	4.4 u	7.3 u	8.0 	6.6 u	6.7 u	7.9 	8.2 	: u	: bu
PC,M,Y15-64,A,SI	: u	10.5 u	: u	: u	: u	9.4 u	: u	: u	: u	7.8 u	: bu
PC,M,Y15-64,A,SK	: c	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PC,M,Y15-64,A,TR	46.0 	46.7 	49.1 	43.0 	43.4 b	40.4 	44.7 	42.8 	47.0 	46.0 	: 
PC,M,Y15-64,A,UK	: 	: u	: u	: u	: c	: c	: u	: u	: u	: u	: bu
PC,M,Y15-64,B-F,AT	0.7 u	0.8 	0.8 u	0.8 	0.8 	0.9 	0.7 u	1.0 	1.0 	0.7 u	0.7 bu
PC,M,Y15-64,B-F,BE	3.7 	3.9 b	3.4 	3.7 	3.1 	3.0 	3.1 	3.3 	2.8 	2.7 	2.6 b
PC,M,Y15-64,B-F,BG	0.9 u	1.1 u	0.8 u	0.8 u	1.0 u	1.0 u	1.2 u	0.7 bu	: bu	: u	0.6 bu
PC,M,Y15-64,B-F,CH	1.1 	1.3 	1.4 	1.2 	0.9 	1.5 	1.2 	1.6 	1.9 b	0.9 u	0.8 bu
PC,M,Y15-64,B-F,CY	: c	: u	1.4 u	: u	1.4 u	: u	: u	: c	: u	: bu	: bu
PC,M,Y15-64,B-F,CZ	0.3 u	0.3 	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 b	0.5 	0.5 	0.4 b
PC,M,Y15-64,B-F,DE	0.3 	0.3 	0.4 	0.3 	0.3 	0.4 	0.4 	0.5 	0.5 b	0.5 	0.6 b
PC,M,Y15-64,B-F,DK	0.9 u	1.1 b	1.4 b	0.7 u	1.4 	1.0 u	0.8 u	0.8 u	0.9 u	0.6 u	0.6 bu
PC,M,Y15-64,B-F,EA19	2.7 	2.7 	2.5 	2.5 	2.3 	2.2 	2.4 	2.5 	2.3 	1.9 	2.3 b
PC,M,Y15-64,B-F,EE	1.8 u	1.4 u	1.6 u	1.4 u	1.0 u	1.0 u	1.6 u	2.0 u	2.0 u	1.6 u	1.1 bu
PC,M,Y15-64,B-F,EL	2.2 	2.9 	2.7 	3.0 	3.3 	3.9 	3.4 	3.4 	3.2 	2.4 b	2.3 b
PC,M,Y15-64,B-F,ES	3.2 	3.7 	3.9 	4.2 	4.1 	3.7 	3.2 	3.6 	3.5 	3.2 b	3.1 b
PC,M,Y15-64,B-F,EU15	2.4 	2.4 	2.2 	2.1 	2.0 	2.0 	2.1 	2.2 	2.0 	1.7 	2.0 b
PC,M,Y15-64,B-F,EU27_2020	2.5 	2.6 	2.6 	2.6 	2.5 	2.4 	2.5 	2.6 	2.4 	2.0 	2.3 b
PC,M,Y15-64,B-F,EU28	2.3 	2.4 	2.4 	2.4 	2.3 	2.2 	2.3 	2.4 	2.2 	1.9 	2.1 b
PC,M,Y15-64,B-F,FI	3.4 	3.3 	3.4 	3.3 	3.3 	3.4 	3.2 	3.3 	3.5 b	2.4 	2.8 b
PC,M,Y15-64,B-F,FR	7.0 	7.1 	6.2 	6.0 	5.5 b	5.0 	6.2 	6.3 	5.8 	4.9 	6.1 b
PC,M,Y15-64,B-F,HR	7.9 	9.3 	9.7 	7.6 	6.6 b	5.7 	4.3 	4.9 	4.1 	3.9 	3.7 b
PC,M,Y15-64,B-F,HU	2.1 	2.5 	2.2 	3.8 	4.1 	4.2 	4.3 	4.7 	5.2 	4.7 	5.2 b
PC,M,Y15-64,B-F,IE	1.2 	1.3 b	: u	: u	0.9 u	1.0 u	: u	: u	: u	: u	: bu
PC,M,Y15-64,B-F,IS	: u	3.9 	4.7 	4.8 	5.1 	5.8 	5.1 	5.1 	5.9 	4.4 	4.2 b
PC,M,Y15-64,B-F,IT	4.1 	3.8 	3.2 	2.8 	2.4 	2.2 	2.3 	2.2 	1.9 	1.5 	1.9 b
PC,M,Y15-64,B-F,LT	0.9 u	1.0 u	0.9 u	: u	2.2 u	2.3 	2.4 u	3.2 u	: u	: u	: bu
PC,M,Y15-64,B-F,LU	2.6 u	: u	: u	2.5 bu	: u	: u	: u	: u	: u	: bu	: bc
PC,M,Y15-64,B-F,LV	1.4 u	2.3 	2.1 	2.1 	1.5 u	1.8 u	2.8 	4.0 	4.0 	1.7 u	2.1 b
PC,M,Y15-64,B-F,ME	7.5 u	7.0 u	7.9 u	7.4 u	7.9 	: u	: u	: u	: 	: 	: 
PC,M,Y15-64,B-F,MK	8.0 	5.0 	5.6 	5.3 	5.0 	3.6 	3.7 	3.8 	: 	: 	: 
PC,M,Y15-64,B-F,MT	: u	: u	: u	: u	1.9 u	: u	: u	: u	: u	: u	: bc
PC,M,Y15-64,B-F,NL	0.8 	0.9 	1.1 	1.0 	1.0 	0.9 b	0.7 	0.7 	0.7 	0.7 	0.7 b
PC,M,Y15-64,B-F,NO	: u	: u	0.3 u	0.4 u	0.6 	0.6 	0.6 	0.6 	0.5 u	0.5 u	0.6 b
PC,M,Y15-64,B-F,PL	3.5 	3.9 	5.1 	5.4 	5.5 	4.9 	4.7 	4.9 	4.9 b	4.0 	4.3 b
PC,M,Y15-64,B-F,PT	3.4 	3.5 	3.7 	4.0 	3.7 	4.2 	4.3 	4.8 b	1.4 	1.1 	1.3 b
PC,M,Y15-64,B-F,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y15-64,B-F,RS	10.5 	12.4 	11.6 	8.9 	5.6 b	4.2 	3.9 	3.4 	2.3 	: 	: 
PC,M,Y15-64,B-F,SE	1.7 b	1.6 	1.7 	2.0 	2.3 	2.3 	2.4 	2.5 	2.9 	2.4 	2.4 b
PC,M,Y15-64,B-F,SI	3.7 	5.3 	4.6 	5.1 	4.5 	4.3 	4.1 	5.1 	4.3 	3.8 	3.3 b
PC,M,Y15-64,B-F,SK	1.4 	1.5 	1.9 	2.7 	2.2 	1.2 	0.7 	1.0 b	0.9 	0.9 b	1.1 b
PC,M,Y15-64,B-F,TR	10.2 	10.8 	10.7 	9.9 	9.6 b	8.6 	9.0 	9.1 	8.9 	9.4 	: 
PC,M,Y15-64,B-F,UK	0.2 u	0.3 	0.3 u	0.3 u	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 b
PC,M,Y15-64,G-I,AT	1.1 u	1.2 u	1.0 u	0.9 u	1.0 u	1.1 u	1.4 	1.4 	1.1 u	1.1 u	1.2 bu
PC,M,Y15-64,G-I,BE	6.7 	4.8 b	5.7 	4.7 	4.4 	3.9 	3.4 	4.0 	3.3 	3.2 	3.0 b
PC,M,Y15-64,G-I,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y15-64,G-I,CH	1.6 	1.5 	1.2 	1.5 	1.2 	1.1 u	1.4 	1.4 	1.9 b	0.6 u	1.9 b
PC,M,Y15-64,G-I,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y15-64,G-I,CZ	0.3 u	0.4 u	0.5 u	0.5 u	0.5 u	0.4 u	0.5 u	0.6 bu	0.6 u	0.5 u	0.4 bu
PC,M,Y15-64,G-I,DE	0.5 	0.5 	0.5 	0.6 	0.6 	0.6 	0.7 	0.7 	0.7 b	0.8 	0.7 b
PC,M,Y15-64,G-I,DK	1.0 u	1.5 b	1.8 b	1.1 u	0.9 u	1.0 u	1.1 u	1.1 u	1.0 u	1.0 u	1.1 bu
PC,M,Y15-64,G-I,EA19	3.1 	3.2 	3.0 	3.0 	2.8 	2.6 	2.6 	2.7 	2.4 	2.2 	2.4 b
PC,M,Y15-64,G-I,EE	1.6 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,G-I,EL	0.9 	1.1 	1.4 	2.1 	1.8 	1.1 	1.2 	1.1 	1.4 	1.2 b	1.2 b
PC,M,Y15-64,G-I,ES	5.4 	5.9 	5.5 	5.9 	6.2 	5.5 	5.0 	5.2 	4.7 	4.4 b	4.9 b
PC,M,Y15-64,G-I,EU15	2.7 	2.8 	2.6 	2.6 	2.5 	2.3 	2.3 	2.4 	2.2 	2.0 	2.2 b
PC,M,Y15-64,G-I,EU27_2020	2.9 	3.1 	3.0 	2.9 	2.8 	2.7 	2.6 	2.7 	2.5 	2.2 	2.5 b
PC,M,Y15-64,G-I,EU28	2.6 	2.7 	2.6 	2.6 	2.5 	2.3 	2.3 	2.4 	2.2 	2.0 	2.2 b
PC,M,Y15-64,G-I,FI	3.8 	3.5 	3.8 	3.9 	3.2 	3.7 	3.8 	3.6 	3.3 b	2.6 	2.7 b
PC,M,Y15-64,G-I,FR	5.1 	5.7 	5.4 	4.8 	4.7 b	4.3 	4.3 	4.7 	4.2 	3.3 	3.9 b
PC,M,Y15-64,G-I,HR	8.6 	9.3 	10.5 	8.7 	5.2 bu	6.7 	6.5 	5.0 u	3.7 u	2.9 u	4.0 bu
PC,M,Y15-64,G-I,HU	1.1 	1.4 	1.7 	2.3 	2.6 	2.6 	2.3 	3.1 	2.5 	2.9 	3.1 b
PC,M,Y15-64,G-I,IE	2.0 	2.1 b	1.0 u	1.2 u	1.3 u	1.6 	1.5 u	0.9 u	1.3 u	: u	1.0 bu
PC,M,Y15-64,G-I,IS	2.5 	3.2 	4.1 	3.6 	4.8 	4.5 	5.1 	5.9 	4.2 	3.4 	3.9 b
PC,M,Y15-64,G-I,IT	4.7 	4.7 	3.7 	3.4 	2.9 	2.8 	2.6 	2.5 	2.2 	2.2 	2.6 b
PC,M,Y15-64,G-I,LT	0.7 u	0.7 u	1.0 u	: u	: u	1.3 u	: u	: u	: u	: u	: bu
PC,M,Y15-64,G-I,LU	: u	: u	: u	2.9 bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y15-64,G-I,LV	: u	1.4 u	1.6 u	2.2 	: u	2.8 	: u	: u	: u	: u	1.2 bu
PC,M,Y15-64,G-I,ME	13.4 	11.1 	14.1 	12.6 	11.4 	8.1 	6.0 u	4.8 u	: 	: 	: 
PC,M,Y15-64,G-I,MK	5.5 	4.8 	5.0 	4.8 	7.1 	3.2 	3.0 	2.8 	: 	: 	: 
PC,M,Y15-64,G-I,MT	: c	: u	: u	: u	1.7 u	1.5 u	: u	: u	: u	: u	: bu
PC,M,Y15-64,G-I,NL	1.2 	1.1 	1.1 	1.2 	1.1 	1.0 b	1.0 	0.9 	1.2 	0.9 	1.1 b
PC,M,Y15-64,G-I,NO	: u	: u	0.4 u	0.5 	0.5 	0.7 	0.7 	0.8 	0.8 	0.7 u	0.7 bu
PC,M,Y15-64,G-I,PL	4.5 	4.5 	5.2 	4.6 	4.6 	4.5 	4.5 	4.3 	4.6 b	4.2 	4.7 b
PC,M,Y15-64,G-I,PT	2.8 	2.7 	3.0 	3.4 	2.8 	2.9 	2.8 	2.9 b	: u	: u	: bu
PC,M,Y15-64,G-I,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,M,Y15-64,G-I,RS	10.1 	10.7 	10.4 	8.6 	4.6 b	3.1 u	4.3 	2.0 u	3.2 u	: 	: 
PC,M,Y15-64,G-I,SE	4.0 b	4.3 	4.1 	5.5 	5.4 	6.2 	5.9 	6.1 	6.1 	5.9 	5.6 b
PC,M,Y15-64,G-I,SI	5.1 	5.4 	5.0 	5.9 	4.6 u	4.9 	5.0 	6.2 	5.3 	6.1 	6.3 b
PC,M,Y15-64,G-I,SK	1.1 u	1.5 	2.1 	2.5 	1.4 	1.2 u	1.1 u	: bu	1.1 u	1.2 bu	1.1 bu
PC,M,Y15-64,G-I,TR	4.8 	4.5 	4.1 	4.2 	3.7 b	3.1 	2.7 	3.2 	3.0 	2.7 	: 
PC,M,Y15-64,G-I,UK	0.5 	0.6 	0.5 	0.6 	0.5 	0.5 	0.6 	0.5 	0.6 	0.6 	0.6 b
PC,M,Y15-64,J-N,AT	1.3 u	1.6 u	: u	: u	: u	: u	1.3 u	1.4 u	: u	1.5 u	: bu
PC,M,Y15-64,J-N,BE	3.3 	4.1 b	4.3 	3.6 	3.3 	3.6 	3.8 	2.7 	1.9 	2.9 	2.1 b
PC,M,Y15-64,J-N,BG	: c	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,M,Y15-64,J-N,CH	1.5 	1.5 	1.6 	1.9 	1.3 	1.4 	2.0 	1.7 	1.4 b	1.3 u	1.4 bu
PC,M,Y15-64,J-N,CY	: c	: u	: c	: c	: u	: u	: c	: c	: c	: bc	: 
PC,M,Y15-64,J-N,CZ	0.3 u	0.3 u	0.5 u	: u	0.5 u	0.4 u	0.4 u	0.7 bu	0.7 u	0.3 u	0.4 bu
PC,M,Y15-64,J-N,DE	0.4 	0.4 	0.5 	0.6 	0.5 	0.5 	0.7 	0.8 	1.0 b	0.8 	0.9 b
PC,M,Y15-64,J-N,DK	: u	: bu	1.1 bu	: u	: u	: u	: u	1.1 u	1.1 u	1.1 u	: bu
PC,M,Y15-64,J-N,EA19	2.0 	2.1 	2.1 	2.2 	2.0 	2.0 	2.2 	2.2 	2.1 	2.0 	2.3 b
PC,M,Y15-64,J-N,EE	: u	: u	: u	: c	: u	: c	: u	: u	: u	: 	: bc
PC,M,Y15-64,J-N,EL	: u	: u	0.9 u	1.5 u	: u	: u	: u	1.0 u	: u	: bu	0.8 bu
PC,M,Y15-64,J-N,ES	3.0 	2.8 	3.3 	3.2 	2.7 	3.3 	2.5 	2.7 	3.1 	2.8 b	3.3 b
PC,M,Y15-64,J-N,EU15	1.6 	1.7 	1.7 	1.8 	1.7 	1.7 	1.9 	1.8 	1.8 	1.7 	1.9 b
PC,M,Y15-64,J-N,EU27_2020	2.1 	2.2 	2.3 	2.4 	2.2 	2.3 	2.5 	2.5 	2.4 	2.2 	2.4 b
PC,M,Y15-64,J-N,EU28	1.8 	1.8 	1.9 	2.0 	1.8 	1.9 	2.1 	2.1 	2.0 	1.9 	2.0 b
PC,M,Y15-64,J-N,FI	2.9 	2.7 	2.7 	2.4 	2.4 	2.5 	2.9 	2.9 	3.0 b	2.4 	2.4 b
PC,M,Y15-64,J-N,FR	3.8 	4.2 	4.0 	4.2 	3.9 b	3.9 	4.9 	5.0 	4.6 	4.5 	5.0 b
PC,M,Y15-64,J-N,HR	4.3 u	5.8 u	7.9 u	6.5 u	2.9 bu	5.0 u	3.7 u	5.7 u	2.9 u	1.7 u	3.6 bu
PC,M,Y15-64,J-N,HU	1.4 u	1.4 u	1.4 u	2.5 	2.2 u	2.7 	3.2 	2.3 u	2.5 u	2.7 u	2.6 bu
PC,M,Y15-64,J-N,IE	1.1 u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,J-N,IS	: u	: u	: u	: u	4.6 	4.1 	: u	: u	: u	: u	: bu
PC,M,Y15-64,J-N,IT	2.7 	2.5 	2.5 	2.6 	2.1 	1.7 	1.8 	1.4 	1.4 	1.4 	1.9 b
PC,M,Y15-64,J-N,LT	: u	: u	: u	: u	2.7 u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,J-N,LU	: u	: u	: u	2.1 bu	: u	: u	: u	: u	: u	: bu	: bu
PC,M,Y15-64,J-N,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,M,Y15-64,J-N,ME	10.4 u	: u	11.7 u	: u	: u	: u	: u	: u	: 	: 	: 
PC,M,Y15-64,J-N,MK	4.1 u	2.8 u	3.0 u	3.7 u	4.2 u	2.2 u	2.3 u	: u	: 	: 	: 
PC,M,Y15-64,J-N,MT	: u	: u	: u	: u	: c	: c	: c	: u	: c	: u	: bc
PC,M,Y15-64,J-N,NL	0.7 	0.8 	0.9 	1.0 	0.8 	0.8 b	0.8 	0.8 	0.9 	0.9 	0.8 b
PC,M,Y15-64,J-N,NO	: u	: u	0.7 	0.5 u	0.5 u	0.8 	0.7 	0.7 u	0.8 u	0.6 u	0.6 bu
PC,M,Y15-64,J-N,PL	6.2 	5.7 	5.7 	6.2 	6.4 	6.8 	7.2 	6.9 	6.2 b	6.1 	5.9 b
PC,M,Y15-64,J-N,PT	2.3 	2.4 	3.0 	3.7 	3.0 	3.5 	4.1 	3.3 b	: u	: u	: bu
PC,M,Y15-64,J-N,RO	: u	: c	: u	: u	: c	: c	: u	: u	: bc	: u	: bc
PC,M,Y15-64,J-N,RS	7.3 	8.2 	9.9 	6.8 	4.5 b	3.1 u	4.8 u	: u	: u	: 	: 
PC,M,Y15-64,J-N,SE	2.6 b	2.7 	2.9 	3.3 	3.4 	3.7 	3.8 	3.9 	4.1 	3.3 	3.7 b
PC,M,Y15-64,J-N,SI	3.3 u	3.8 u	2.8 u	4.8 u	5.5 u	3.8 u	5.9 u	5.5 u	5.0 u	4.7 u	5.0 bu
PC,M,Y15-64,J-N,SK	: u	4.5 	2.3 u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PC,M,Y15-64,J-N,TR	1.6 	1.5 	1.2 	1.6 	1.4 b	1.0 	0.8 	1.3 	1.2 	0.9 	: 
PC,M,Y15-64,J-N,UK	0.2 u	0.3 u	0.2 u	0.3 u	0.3 u	0.4 	0.5 	0.3 u	0.5 	0.4 	0.3 bu
PC,M,Y15-64,NRP,CH	3.2 u	4.2 u	: u	6.6 u	4.7 u	3.1 u	4.4 u	4.0 u	2.5 bu	: u	3.6 bu
PC,M,Y15-64,NRP,DK	: u	: bu	: bu	: u	: u	: c	: c	: c	: 	: c	: 
PC,M,Y15-64,NRP,EA19	8.3 	7.6 	7.0 	8.6 	8.8 	7.5 	5.0 	5.2 	4.9 	5.3 	7.4 b
PC,M,Y15-64,NRP,EE	: 	: 	: 	: 	: 	: c	: 	: 	: c	: c	: bc
PC,M,Y15-64,NRP,EU15	7.6 	6.8 	6.5 	7.9 	7.8 	6.7 	4.5 	4.7 	4.4 	4.6 	6.9 b
